IMPRESS ID	CATEGORY	CATEGORY
HAS_OPH_004_001	abnormal	1
HAS_OPH_003_001	normal	0
HAS_OPH_003_001	abnormal	1
HAS_OPH_001_001	normal	0
HAS_OPH_001_001	abnormal	1
HAS_EYE_081_001	absent	0
HAS_EYE_081_001	present left eye	1
HAS_EYE_081_001	present right eye	1
HAS_EYE_081_001	present both eyes	1
HAS_EYE_027_001	absent	0
HAS_EYE_027_001	present left eye	1
HAS_EYE_027_001	present right eye	1
HAS_EYE_027_001	present both eyes	1
HAS_EYE_026_001	normal	0
HAS_EYE_026_001	left eye abnormal	1
HAS_EYE_026_001	right eye abnormal	1
HAS_EYE_026_001	both eyes abnormal	1
HAS_EYE_025_001	normal	0
HAS_EYE_025_001	left eye abnormal	1
HAS_EYE_025_001	right eye abnormal	1
HAS_EYE_025_001	both eyes abnormal	1
HAS_EYE_024_001	normal	0
HAS_EYE_024_001	left eye abnormal	1
HAS_EYE_024_001	right eye abnormal	1
HAS_EYE_024_001	both eyes abnormal	1
HAS_EYE_023_001	normal	0
HAS_EYE_023_001	left eye abnormal	1
HAS_EYE_023_001	right eye abnormal	1
HAS_EYE_023_001	both eyes abnormal	1
HAS_EYE_022_001	normal	0
HAS_EYE_022_001	left eye abnormal	1
HAS_EYE_022_001	right eye abnormal	1
HAS_EYE_022_001	both eyes abnormal	1
HAS_EYE_021_001	normal	0
HAS_EYE_021_001	left eye abnormal	1
HAS_EYE_021_001	right eye abnormal	1
HAS_EYE_021_001	both eyes abnormal	1
HAS_EYE_020_001	normal	0
HAS_EYE_020_001	left eye abnormal	1
HAS_EYE_020_001	right eye abnormal	1
HAS_EYE_020_001	both eyes abnormal	1
HAS_EYE_019_001	absent	0
HAS_EYE_019_001	present left eye	1
HAS_EYE_019_001	present right eye	1
HAS_EYE_019_001	present both eyes	1
HAS_EYE_018_001	absent	0
HAS_EYE_018_001	present left eye	1
HAS_EYE_018_001	present right eye	1
HAS_EYE_018_001	present both eyes	1
HAS_EYE_017_001	absent	0
HAS_EYE_017_001	present left eye	1
HAS_EYE_017_001	present right eye	1
HAS_EYE_017_001	present both eyes	1
HAS_EYE_016_001	normal	0
HAS_EYE_016_001	left eye abnormal	1
HAS_EYE_016_001	right eye abnormal	1
HAS_EYE_016_001	both eyes abnormal	1
HAS_EYE_015_001	normal	0
HAS_EYE_015_001	left eye abnormal	1
HAS_EYE_015_001	right eye abnormal	1
HAS_EYE_015_001	both eyes abnormal	1
HAS_EYE_014_001	normal	0
HAS_EYE_014_001	left eye abnormal	1
HAS_EYE_014_001	right eye abnormal	1
HAS_EYE_014_001	both eyes abnormal	1
HAS_EYE_013_001	normal	0
HAS_EYE_013_001	left eye dilated	1
HAS_EYE_013_001	right eye dilated	1
HAS_EYE_013_001	both eyes dilated	1
HAS_EYE_012_001	normal	0
HAS_EYE_012_001	left eye abnormal	1
HAS_EYE_012_001	right eye abnormal	1
HAS_EYE_012_001	both eyes abnormal	1
HAS_EYE_011_001	normal	0
HAS_EYE_011_001	left eye abnormal	1
HAS_EYE_011_001	right eye abnormal	1
HAS_EYE_011_001	both eyes abnormal	1
HAS_EYE_010_001	normal	0
HAS_EYE_010_001	left eye abnormal	1
HAS_EYE_010_001	right eye abnormal	1
HAS_EYE_010_001	both eyes abnormal	1
HAS_EYE_009_001	absent	0
HAS_EYE_009_001	present left eye	1
HAS_EYE_009_001	present right eye	1
HAS_EYE_009_001	present both eyes	1
HAS_EYE_008_001	absent	0
HAS_EYE_008_001	present left eye	1
HAS_EYE_008_001	present right eye	1
HAS_EYE_008_001	present both eyes	1
HAS_EYE_007_001	normal	0
HAS_EYE_007_001	left eye abnormal	1
HAS_EYE_007_001	right eye abnormal	1
HAS_EYE_007_001	both eyes abnormal	1
HAS_EYE_006_001	normal	0
HAS_EYE_006_001	left eye abnormal	1
HAS_EYE_006_001	right eye abnormal	1
HAS_EYE_006_001	both eyes abnormal	1
HAS_EYE_005_001	normal	0
HAS_EYE_005_001	left eye closed	1
HAS_EYE_005_001	right eye closed	1
HAS_EYE_005_001	both eyes closed	1
HAS_EYE_004_001	normal	0
HAS_EYE_004_001	left eye abnormal	1
HAS_EYE_004_001	right eye abnormal	1
HAS_EYE_004_001	both eyes abnormal	1
HAS_EYE_003_001	absent	0
HAS_EYE_003_001	present left eye	1
HAS_EYE_003_001	present right eye	1
HAS_EYE_003_001	present both eyes	1
HAS_EYE_002_001	absent	0
HAS_EYE_002_001	present left eye	1
HAS_EYE_002_001	present right eye	1
HAS_EYE_002_001	present both eyes	1
HAS_EYE_001_001	present	0
HAS_EYE_001_001	absent left eye	1
HAS_EYE_001_001	absent right eye	1
HAS_EYE_001_001	absent both eyes	1
HAS_CSD_022_001	None	0
HAS_CSD_022_001	Vocal	1
HAS_CSD_021_001	None	0
HAS_CSD_021_001	Attempted to bite during the protocol	1
HAS_CSD_020_001	Absent	0
HAS_CSD_020_001	Present	1
HAS_CSD_019_001	Absent	0
HAS_CSD_019_001	Present	1
HAS_CSD_018_001	Absent	0
HAS_CSD_018_001	Present	1
HAS_CSD_017_001	Absent	0
HAS_CSD_017_001	Present	1
HAS_CSD_016_001	Absent	0
HAS_CSD_016_001	Present	1
HAS_CSD_015_001	Struggles when held by the tail	0
HAS_CSD_015_001	Struggles when held by the neck (loose scruff between the forefinger and thumb)	0
HAS_CSD_015_001	Struggles when laid supine	0
HAS_CSD_015_001	No struggle	1
HAS_CSD_014_001	Response to touch	0
HAS_CSD_014_001	Flees prior to touch	0
HAS_CSD_014_001	No response	1
HAS_CSD_013_001	Preyer reflex (backwards flick of the pinnae)	0
HAS_CSD_013_001	Reaction in addition to the Preyer reflex (eg. Startled response)	0
HAS_CSD_013_001	None	1
HAS_CSD_012_001	Horizontal extension	0
HAS_CSD_012_001	Dragging	1
HAS_CSD_012_001	Elevated/straub tail	1
HAS_CSD_009_001	Fluid movement	0
HAS_CSD_009_001	Lack of fluidity in movement 	1
HAS_CSD_007_001	Brief freeze followed by movement	0
HAS_CSD_007_001	Immediate movement	0
HAS_CSD_007_001	Extended Freeze(over 5 seconds)	1
HAS_CSD_006_001	Absent	0
HAS_CSD_006_001	Present	1
HAS_CSD_005_001	Eyes Open	0
HAS_CSD_005_001	Eyes Closed	1
HAS_CSD_002_001	Absent	0
HAS_CSD_002_001	Present	1
HAS_CSD_001_001	Active	0
HAS_CSD_001_001	Inactive	1
HAS_CSD_001_001	Excessive Activity	1
HAS_CLK_005_001	Normal (2)	0
HAS_CLK_005_001	Reduced (1)	1
HAS_CLK_005_001	Severely reduced (0.5)	1
HAS_CLK_005_001	Absent (0)	1
GMC_926_001_002	no	0
GMC_926_001_002	yes	1
GMC_925_001_030	normal	0
GMC_925_001_030	abnormal	1
GMC_925_001_026	no	0
GMC_925_001_026	yes	1
GMC_925_001_023	normal	0
GMC_925_001_023	abnormal	1
GMC_925_001_022	normal	0
GMC_925_001_022	abnormal	1
GMC_925_001_021	normal	0
GMC_925_001_021	abnormal	1
GMC_925_001_020	no syndactylism	0
GMC_925_001_020	syndactylism	1
GMC_925_001_019	normal	0
GMC_925_001_019	abnormal	1
GMC_925_001_018	normal	0
GMC_925_001_018	abnormal	1
GMC_925_001_017	normal	0
GMC_925_001_017	abnormal	1
GMC_925_001_014	not fused	0
GMC_925_001_014	fused	1
GMC_925_001_013	normal	0
GMC_925_001_013	abnormal	1
GMC_925_001_012	normal	0
GMC_925_001_012	abnormal	1
GMC_925_001_011	normal	0
GMC_925_001_011	abnormal	1
GMC_925_001_010	normal	0
GMC_925_001_010	abnormal	1
GMC_925_001_009	normal	0
GMC_925_001_009	abnormal	1
GMC_925_001_008	normal	0
GMC_925_001_008	abnormal	1
GMC_925_001_007	normal	0
GMC_925_001_007	abnormal	1
GMC_925_001_006	normal	0
GMC_925_001_006	abnormal	1
GMC_925_001_005	normal	0
GMC_925_001_005	abnormal	1
GMC_925_001_003	yes	0
GMC_925_001_003	no	1
GMC_925_001_001	normal	0
GMC_925_001_001	abnormal	1
ESLIM_020_001_004	no	0
ESLIM_020_001_004	yes	1
ESLIM_014_001_015	normal	0
ESLIM_014_001_015	left eye abnormal	1
ESLIM_014_001_015	right eye abnormal	1
ESLIM_014_001_015	bilaterally abnormal	1
ESLIM_014_001_014	normal	0
ESLIM_014_001_014	left eye abnormal	1
ESLIM_014_001_014	right eye abnormal	1
ESLIM_014_001_014	bilaterally abnormal	1
ESLIM_014_001_013	normal	0
ESLIM_014_001_013	left eye abnormal	1
ESLIM_014_001_013	right eye abnormal	1
ESLIM_014_001_013	bilaterally abnormal	1
ESLIM_014_001_013	left eye dilated	1
ESLIM_014_001_013	right eye dilated	1
ESLIM_014_001_013	bilaterally dilated	1
ESLIM_014_001_012	normal	0
ESLIM_014_001_012	left eye abnormal	1
ESLIM_014_001_012	right eye abnormal	1
ESLIM_014_001_012	bilaterally abnormal	1
ESLIM_014_001_011	normal	0
ESLIM_014_001_011	right eye abnormal	1
ESLIM_014_001_011	left eye abnormal	1
ESLIM_014_001_011	bilaterally abnormal	1
ESLIM_014_001_010	normal	0
ESLIM_014_001_010	left eye opaque	1
ESLIM_014_001_010	right eye opaque	1
ESLIM_014_001_010	bilaterally opaque	1
ESLIM_014_001_009	normal	0
ESLIM_014_001_009	left eye abnormal	1
ESLIM_014_001_009	right eye abnormal	1
ESLIM_014_001_009	bilaterally abnormal	1
ESLIM_014_001_008	absent	0
ESLIM_014_001_008	left eye present	1
ESLIM_014_001_008	right eye present	1
ESLIM_014_001_008	bilaterally present	1
ESLIM_014_001_007	normal	0
ESLIM_014_001_007	left eye opaque	1
ESLIM_014_001_007	right eye opaque	1
ESLIM_014_001_007	bilaterally opaque	1
ESLIM_014_001_006	normal	0
ESLIM_014_001_006	left eye abnormal	1
ESLIM_014_001_006	right eye abnormal	1
ESLIM_014_001_006	bilaterally abnormal	1
ESLIM_014_001_005	normal	0
ESLIM_014_001_005	left eye closed	1
ESLIM_014_001_005	right eye closed	1
ESLIM_014_001_005	bilaterally closed	1
ESLIM_014_001_005	left eye closure incomplete	1
ESLIM_014_001_005	right eye closure incomplete	1
ESLIM_014_001_005	closure incomplete bilaterally	1
ESLIM_014_001_004	absent	0
ESLIM_014_001_004	left eye present	1
ESLIM_014_001_004	right eye present	1
ESLIM_014_001_004	bilaterally present	1
ESLIM_014_001_003	normal	0
ESLIM_014_001_003	left eye decreased size	1
ESLIM_014_001_003	right eye decreased size	1
ESLIM_014_001_003	bilaterally decreased size	1
ESLIM_014_001_003	left eye increased size	1
ESLIM_014_001_003	right eye increased size	1
ESLIM_014_001_003	bilaterally increased size	1
ESLIM_014_001_001	normal	0
ESLIM_014_001_001	abnormal	1
ESLIM_014_001_001	left eye absent	1
ESLIM_014_001_001	right eye absent	1
ESLIM_014_001_001	bilaterally absent	1
ESLIM_013_001_016	normal	0
ESLIM_013_001_016	abnormal	1
ESLIM_013_001_014	normal	0
ESLIM_013_001_014	abnormal	1
ESLIM_013_001_013	normal	0
ESLIM_013_001_013	abnormal	1
ESLIM_013_001_011	normal	0
ESLIM_013_001_011	abnormal	1
ESLIM_013_001_010	normal	0
ESLIM_013_001_010	abnormal	1
ESLIM_013_001_009	normal	0
ESLIM_013_001_009	degenerate	1
ESLIM_013_001_008	normal	0
ESLIM_013_001_008	abnormal	1
ESLIM_013_001_007	normal	0
ESLIM_013_001_007	abnormal	1
ESLIM_013_001_006	normal	0
ESLIM_013_001_006	abnormal	1
ESLIM_013_001_005	normal	0
ESLIM_013_001_005	degenerate	1
ESLIM_013_001_004	normal	0
ESLIM_013_001_004	abnormal	1
ESLIM_013_001_003	normal	0
ESLIM_013_001_003	abnormal	1
ESLIM_013_001_001	normal	0
ESLIM_013_001_001	abnormal	1
ESLIM_012_001_002	shake	0
ESLIM_012_001_002	lick	0
ESLIM_012_001_002	jump	0
ESLIM_012_001_002	locomotion	0
ESLIM_012_001_002	other	0
ESLIM_012_001_002	no reaction	1
ESLIM_010_001_002	no	0
ESLIM_010_001_002	yes	1
ESLIM_008_001_022	None	0
ESLIM_008_001_022	Vocal	1
ESLIM_008_001_020	Present	0
ESLIM_008_001_020	Absent	1
ESLIM_008_001_019	Present	0
ESLIM_008_001_019	Absent	1
ESLIM_008_001_018	Present	0
ESLIM_008_001_018	Absent	1
ESLIM_008_001_017	Absent	0
ESLIM_008_001_017	Present	1
ESLIM_008_001_016	Absent	0
ESLIM_008_001_016	Present	1
ESLIM_008_001_014	Response to touch	0
ESLIM_008_001_014	Flees prior to touch	0
ESLIM_008_001_014	No response	1
ESLIM_008_001_013	Preyer reflex (backwards flick of the pinnae)	0
ESLIM_008_001_013	Reaction in addition to the Preyer reflex (eg. Startled response)	0
ESLIM_008_001_013	None	1
ESLIM_008_001_012	Horizontal extension	0
ESLIM_008_001_012	Dragging	1
ESLIM_008_001_012	Elevated/straub tail	1
ESLIM_008_001_009	Fluid movement	0
ESLIM_008_001_009	Lack of fluidity in movement 	1
ESLIM_008_001_007	Brief freeze followed by movement	0
ESLIM_008_001_007	Immediate movement	0
ESLIM_008_001_007	Extended Freeze(over 5 seconds)	1
ESLIM_008_001_006	Absent	0
ESLIM_008_001_006	Present	1
ESLIM_008_001_005	Eyes Open	0
ESLIM_008_001_005	Eyes Closed	1
ESLIM_008_001_002	Absent	0
ESLIM_008_001_002	Present	1
ESLIM_008_001_001	Active	0
ESLIM_008_001_001	Inactive	1
ESLIM_008_001_001	Excessive Activity	1
ESLIM_006_001_030	normal	0
ESLIM_006_001_030	abnormal	1
ESLIM_006_001_029	normal	0
ESLIM_006_001_029	abnormal	1
ESLIM_006_001_026	no	0
ESLIM_006_001_026	yes	1
ESLIM_006_001_023	normal	0
ESLIM_006_001_023	abnormal	1
ESLIM_006_001_022	normal	0
ESLIM_006_001_022	abnormal	1
ESLIM_006_001_021	normal	0
ESLIM_006_001_021	abnormal	1
ESLIM_006_001_020	no syndactylism	0
ESLIM_006_001_020	syndactylism	1
ESLIM_006_001_019	normal	0
ESLIM_006_001_019	abnormal	1
ESLIM_006_001_018	normal	0
ESLIM_006_001_018	abnormal	1
ESLIM_006_001_017	normal	0
ESLIM_006_001_017	abnormal	1
ESLIM_006_001_014	not fused	0
ESLIM_006_001_014	fused	1
ESLIM_006_001_013	normal	0
ESLIM_006_001_013	abnormal	1
ESLIM_006_001_012	normal	0
ESLIM_006_001_012	abnormal	1
ESLIM_006_001_011	normal	0
ESLIM_006_001_011	abnormal	1
ESLIM_006_001_010	normal	0
ESLIM_006_001_010	abnormal	1
ESLIM_006_001_009	normal	0
ESLIM_006_001_009	abnormal	1
ESLIM_006_001_008	normal	0
ESLIM_006_001_008	abnormal	1
ESLIM_006_001_007	normal	0
ESLIM_006_001_007	abnormal	1
ESLIM_006_001_006	normal	0
ESLIM_006_001_006	abnormal	1
ESLIM_006_001_005	normal	0
ESLIM_006_001_005	abnormal	1
ESLIM_006_001_003	no	0
ESLIM_006_001_003	yes	1
ESLIM_006_001_002	yes	0
ESLIM_006_001_002	no	1
ESLIM_006_001_001	normal	0
ESLIM_006_001_001	abnormal	1
ESLIM_001_001_181	as described for wt	0
ESLIM_001_001_181	curved	1
ESLIM_001_001_180	as described for wt	0
ESLIM_001_001_180	kinked	1
ESLIM_001_001_179	wt distribution	0
ESLIM_001_001_179	decreased width	1
ESLIM_001_001_179	increased width	1
ESLIM_001_001_178	wt distribution	0
ESLIM_001_001_178	decreased length	1
ESLIM_001_001_178	increased length	1
ESLIM_001_001_177	present	0
ESLIM_001_001_177	absent	1
ESLIM_001_001_175	as described for wt	0
ESLIM_001_001_175	abnormal	1
ESLIM_001_001_173	as described for wt	0
ESLIM_001_001_173	left nail curved	1
ESLIM_001_001_173	right nail curved	1
ESLIM_001_001_173	bilaterally curved	1
ESLIM_001_001_172	as described for wt	0
ESLIM_001_001_172	left nail straight angle	1
ESLIM_001_001_172	right nail straight angle	1
ESLIM_001_001_172	bilaterally straight angle	1
ESLIM_001_001_171	wt distribution	0
ESLIM_001_001_171	left nail increased length	1
ESLIM_001_001_171	right nail increased length	1
ESLIM_001_001_171	bilaterally increased length	1
ESLIM_001_001_169	wt distribution	0
ESLIM_001_001_169	left foot digit length increased	1
ESLIM_001_001_169	right foot digit length increased	1
ESLIM_001_001_169	bilaterally length increased	1
ESLIM_001_001_169	left foot digit length decreased	1
ESLIM_001_001_169	right foot digit length decreased	1
ESLIM_001_001_169	bilaterally length decreased	1
ESLIM_001_001_168	as described for wt	0
ESLIM_001_001_168	left foot digit swollen	1
ESLIM_001_001_168	right foot digit swollen	1
ESLIM_001_001_168	bilaterally swollen	1
ESLIM_001_001_167	present	0
ESLIM_001_001_167	left foot digit absent	1
ESLIM_001_001_167	right foot digit absent	1
ESLIM_001_001_167	bilaterally absent	1
ESLIM_001_001_166	as described for wt	0
ESLIM_001_001_166	left foot digit decreased thickness	1
ESLIM_001_001_166	right foot digit decreased thickness	1
ESLIM_001_001_166	bilaterally decreased thickness	1
ESLIM_001_001_166	left foot digit increased thickness	1
ESLIM_001_001_166	right foot digit increased thickness	1
ESLIM_001_001_166	bilaterally increased thickness	1
ESLIM_001_001_165	as described for wt	0
ESLIM_001_001_165	left foot digit decreased number	1
ESLIM_001_001_165	right foot digit decreased number	1
ESLIM_001_001_165	bilaterally decreased number	1
ESLIM_001_001_165	left foot digit increased number	1
ESLIM_001_001_165	right foot digit increased number	1
ESLIM_001_001_165	bilaterally increased number	1
ESLIM_001_001_164	as described for wt	0
ESLIM_001_001_164	left foot footpad swollen	1
ESLIM_001_001_164	right foot footpad swollen	1
ESLIM_001_001_164	bilaterally swollen	1
ESLIM_001_001_163	as described for wt	0
ESLIM_001_001_163	left foot swollen	1
ESLIM_001_001_163	right foot swollen	1
ESLIM_001_001_163	bilaterally swollen	1
ESLIM_001_001_162	wt distribution	0
ESLIM_001_001_162	left foot decreased length	1
ESLIM_001_001_162	right foot decreased length	1
ESLIM_001_001_162	bilaterally decreased length	1
ESLIM_001_001_162	left foot increased length	1
ESLIM_001_001_162	right foot increased length	1
ESLIM_001_001_162	bilaterally increased length	1
ESLIM_001_001_161	wt distribution	0
ESLIM_001_001_161	left foot decreased size	1
ESLIM_001_001_161	right foot decreased size	1
ESLIM_001_001_161	bilaterally decreased size	1
ESLIM_001_001_161	left foot increased size	1
ESLIM_001_001_161	right foot increased size	1
ESLIM_001_001_161	bilaterally increased size	1
ESLIM_001_001_160	as described for wt	0
ESLIM_001_001_160	left foot abnormal	1
ESLIM_001_001_160	right foot abnormal	1
ESLIM_001_001_160	bilaterally abnormal	1
ESLIM_001_001_158	as described for wt	0
ESLIM_001_001_158	left hindlimb abnormal	1
ESLIM_001_001_158	right hindlimb abnormal	1
ESLIM_001_001_158	bilaterally abnormal	1
ESLIM_001_001_157	as described for wt	0
ESLIM_001_001_157	left hindlimb increased thickness	1
ESLIM_001_001_157	right hindlimb increased thickness	1
ESLIM_001_001_157	bilaterally increased thickness	1
ESLIM_001_001_157	left hindlimb decreased thickness	1
ESLIM_001_001_157	right hindlimb decreased thickness	1
ESLIM_001_001_157	bilaterally decreased thickness	1
ESLIM_001_001_156	wt distribution	0
ESLIM_001_001_156	left hindlimb increased length	1
ESLIM_001_001_156	right hindlimb increased length	1
ESLIM_001_001_156	bilaterally increased length	1
ESLIM_001_001_156	left hindlimb decreased length	1
ESLIM_001_001_156	right hindlimb decreased length	1
ESLIM_001_001_156	bilaterally decreased length	1
ESLIM_001_001_155	as described for wt	0
ESLIM_001_001_155	left hindlimb inflexible	1
ESLIM_001_001_155	right hindlimb inflexible	1
ESLIM_001_001_155	bilaterally inflexible	1
ESLIM_001_001_154	as described for wt	0
ESLIM_001_001_154	left hindlimb abnormal	1
ESLIM_001_001_154	right hindlimb abnormal	1
ESLIM_001_001_154	bilaterally abnormal	1
ESLIM_001_001_153	wt distribution	0
ESLIM_001_001_153	left hindlimb increased size	1
ESLIM_001_001_153	right hindlimb increased size	1
ESLIM_001_001_153	bilaterally increased size	1
ESLIM_001_001_153	left hindlimb decreased size	1
ESLIM_001_001_153	right hindlimb decreased size	1
ESLIM_001_001_153	bilaterally decreased size	1
ESLIM_001_001_151	as described for wt	0
ESLIM_001_001_151	left hindlimb abnormal	1
ESLIM_001_001_151	right hindlimb abnormal	1
ESLIM_001_001_151	bilaterally abnormal	1
ESLIM_001_001_150	wt distribution	0
ESLIM_001_001_150	left hand digit length increased	1
ESLIM_001_001_150	right hand digit length increased	1
ESLIM_001_001_150	bilaterally length increased	1
ESLIM_001_001_150	left hand digit length decreased	1
ESLIM_001_001_150	right hand digit length decreased	1
ESLIM_001_001_150	bilaterally length decreased	1
ESLIM_001_001_149	as described for wt	0
ESLIM_001_001_149	left hand digit swollen	1
ESLIM_001_001_149	right hand digit swollen	1
ESLIM_001_001_149	bilaterally swollen	1
ESLIM_001_001_148	present	0
ESLIM_001_001_148	left hand digit absent	1
ESLIM_001_001_148	right hand digit absent	1
ESLIM_001_001_148	bilaterally absent	1
ESLIM_001_001_147	as described for wt	0
ESLIM_001_001_147	left hand digit decreased thickness	1
ESLIM_001_001_147	right hand digit decreased thickness	1
ESLIM_001_001_147	bilaterally decreased thickness	1
ESLIM_001_001_147	left hand digit increased thickness	1
ESLIM_001_001_147	right hand digit increased thickness	1
ESLIM_001_001_147	bilaterally increased thickness	1
ESLIM_001_001_146	as described for wt	0
ESLIM_001_001_146	left hand digit decreased number	1
ESLIM_001_001_146	right hand digit decreased number	1
ESLIM_001_001_146	bilaterally decreased number	1
ESLIM_001_001_146	left hand digit increased number	1
ESLIM_001_001_146	right hand digit increased number	1
ESLIM_001_001_146	bilaterally increased number	1
ESLIM_001_001_145	as described for wt	0
ESLIM_001_001_145	left hand footpad swollen	1
ESLIM_001_001_145	right hand footpad swollen	1
ESLIM_001_001_145	bilaterally swollen	1
ESLIM_001_001_144	as described for wt	0
ESLIM_001_001_144	left hand swollen	1
ESLIM_001_001_144	right hand swollen	1
ESLIM_001_001_144	bilaterally swollen	1
ESLIM_001_001_143	wt distribution	0
ESLIM_001_001_143	left hand decreased length	1
ESLIM_001_001_143	right hand decreased length	1
ESLIM_001_001_143	bilaterally decreased length	1
ESLIM_001_001_143	left hand increased length	1
ESLIM_001_001_143	right hand increased length	1
ESLIM_001_001_143	bilaterally increased length	1
ESLIM_001_001_142	wt distribution	0
ESLIM_001_001_142	left hand decreased size	1
ESLIM_001_001_142	right hand decreased size	1
ESLIM_001_001_142	bilaterally decreased size	1
ESLIM_001_001_142	left hand increased size	1
ESLIM_001_001_142	right hand increased size	1
ESLIM_001_001_142	bilaterally increased size	1
ESLIM_001_001_141	as described for wt	0
ESLIM_001_001_141	left hand abnormal	1
ESLIM_001_001_141	right hand abnormal	1
ESLIM_001_001_141	bilaterally abnormal	1
ESLIM_001_001_139	as described for wt	0
ESLIM_001_001_139	left forelimb abnormal	1
ESLIM_001_001_139	right forelimb abnormal	1
ESLIM_001_001_139	bilaterally abnormal	1
ESLIM_001_001_138	as described for wt	0
ESLIM_001_001_138	left forelimb increased thickness	1
ESLIM_001_001_138	right forelimb increased thickness	1
ESLIM_001_001_138	bilaterally increased thickness	1
ESLIM_001_001_138	left forelimb decreased thickness	1
ESLIM_001_001_138	right forelimb decreased thickness	1
ESLIM_001_001_138	bilaterally decreased thickness	1
ESLIM_001_001_137	wt distribution	0
ESLIM_001_001_137	left forelimb increased length	1
ESLIM_001_001_137	right forelimb increased length	1
ESLIM_001_001_137	bilaterally increased length	1
ESLIM_001_001_137	left forelimb decreased length	1
ESLIM_001_001_137	right forelimb decreased length	1
ESLIM_001_001_137	bilaterally decreased length	1
ESLIM_001_001_136	as described for wt	0
ESLIM_001_001_136	left forelimb inflexible	1
ESLIM_001_001_136	right forelimb inflexible	1
ESLIM_001_001_136	bilaterally inflexible	1
ESLIM_001_001_135	as described for wt	0
ESLIM_001_001_135	left forelimb abnormal	1
ESLIM_001_001_135	right forelimb abnormal	1
ESLIM_001_001_135	bilaterally abnormal	1
ESLIM_001_001_134	wt distribution	0
ESLIM_001_001_134	left forelimb increased size	1
ESLIM_001_001_134	right forelimb increased size	1
ESLIM_001_001_134	bilaterally increased size	1
ESLIM_001_001_134	left forelimb decreased size	1
ESLIM_001_001_134	right forelimb decreased size	1
ESLIM_001_001_134	bilaterally decreased size	1
ESLIM_001_001_132	as described for wt	0
ESLIM_001_001_132	left forelimb abnormal	1
ESLIM_001_001_132	right forelimb abnormal	1
ESLIM_001_001_132	bilaterally abnormal	1
ESLIM_001_001_131	as described for wt	0
ESLIM_001_001_131	underdeveloped	1
ESLIM_001_001_130	present	0
ESLIM_001_001_130	absent	1
ESLIM_001_001_129	wt distribution	0
ESLIM_001_001_129	increased size	1
ESLIM_001_001_129	decreased size	1
ESLIM_001_001_127	as described for wt	0
ESLIM_001_001_127	abnormal	1
ESLIM_001_001_126	as described for wt	0
ESLIM_001_001_126	swollen	1
ESLIM_001_001_125	present	0
ESLIM_001_001_125	absent	1
ESLIM_001_001_124	wt distribution	0
ESLIM_001_001_124	increased size	1
ESLIM_001_001_124	decreased size	1
ESLIM_001_001_122	as described for wt	0
ESLIM_001_001_122	abnormal	1
ESLIM_001_001_121	bilaterally present	0
ESLIM_001_001_121	left eyelid absent	1
ESLIM_001_001_121	right eyelid absent	1
ESLIM_001_001_121	bilaterally absent	1
ESLIM_001_001_120	as described for wt	0
ESLIM_001_001_120	left eyelid closed	1
ESLIM_001_001_120	right eyelid closed	1
ESLIM_001_001_120	bilaterally closed	1
ESLIM_001_001_120	left eyelid closure incomplete	1
ESLIM_001_001_120	right eyelid closure incomplete	1
ESLIM_001_001_120	bilateral closure incomplete	1
ESLIM_001_001_119	as described for wt	0
ESLIM_001_001_119	left eye abnormal color	1
ESLIM_001_001_119	right eye abnormal color	1
ESLIM_001_001_119	bilaterally abnormal color	1
ESLIM_001_001_118	as described for wt	0
ESLIM_001_001_118	left eye wet	1
ESLIM_001_001_118	right eye wet	1
ESLIM_001_001_118	bilaterally wet	1
ESLIM_001_001_117	wt distribution	0
ESLIM_001_001_117	left eye decreased size	1
ESLIM_001_001_117	right eye decreased size	1
ESLIM_001_001_117	bilaterally decreased size	1
ESLIM_001_001_117	left eye increased size	1
ESLIM_001_001_117	right eye increased size	1
ESLIM_001_001_117	bilaterally increased size	1
ESLIM_001_001_116	present	0
ESLIM_001_001_116	left eye absent	1
ESLIM_001_001_116	right eye absent	1
ESLIM_001_001_116	bilaterally absent	1
ESLIM_001_001_115	as described for wt	0
ESLIM_001_001_115	left eye opaque	1
ESLIM_001_001_115	right eye opaque	1
ESLIM_001_001_115	bilaterally opaque	1
ESLIM_001_001_115	left eye transparent	1
ESLIM_001_001_115	right eye transparent	1
ESLIM_001_001_115	bilaterally transparent	1
ESLIM_001_001_114	as described for wt	0
ESLIM_001_001_114	left eye abnormal	1
ESLIM_001_001_114	right eye abnormal	1
ESLIM_001_001_114	bilaterally abnormal	1
ESLIM_001_001_113	as described for wt	0
ESLIM_001_001_113	left ear anteriorly rotated	1
ESLIM_001_001_113	right ear anteriorly rotated	1
ESLIM_001_001_113	bilaterally anteriorly rotated	1
ESLIM_001_001_113	left ear posteriorly rotated	1
ESLIM_001_001_113	right ear posteriorly rotated	1
ESLIM_001_001_113	bilaterally posteriorly rotated	1
ESLIM_001_001_112	wt distribution	0
ESLIM_001_001_112	left ear decreased size	1
ESLIM_001_001_112	right ear decreased size	1
ESLIM_001_001_112	bilaterally decreased size	1
ESLIM_001_001_112	left ear increased size	1
ESLIM_001_001_112	right ear increased size	1
ESLIM_001_001_112	bilaterally increased size	1
ESLIM_001_001_111	as described for wt	0
ESLIM_001_001_111	left ear folded	1
ESLIM_001_001_111	right ear folded	1
ESLIM_001_001_111	bilaterally folded	1
ESLIM_001_001_111	left ear pointed	1
